District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Safe Abortion Care,No. of FP Long lasting method users after Abortion care,,445
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,1st checkup of Neonatal,,,3969
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Maternal & Neonatal death,Maternal death,,5
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Maternal & Neonatal death,Neonatal death,,25
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Maternal & Neonatal death,Still Birth,,24
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Antenatal Services,First Visits,< 20 Year,5406
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Antenatal Services,First Visits,Err:510,14869
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Antenatal Services,Total,,20275
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Antenatal Services,Four Time Visits,,10034
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Health Institution,11003
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Home,192
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Total,11195
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Health Institution,80
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Home,429
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Total,509
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Total Delivery,,11704
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Berthing Center (HP/SHP),,224
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at Berthing centers (HP/SHP),,117
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,At BEOC/CEOC centers,,10769
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at BEOC/CEOC centers,,2181
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Spontaneous Delivery,6104
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Vacuum Delivery,333
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Forcep Delivery,254
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,C/S Delivery,3910
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Postnatal Services,First PNC Visits,,11971
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Postnatal Services,3 Times PNC Visits,,9380
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,Total no.  CAC service received,,5871
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,Treatement of Abortion complication,,131
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,pac,,725
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,No. of FP Long lasting method users after Abortion care,,3865
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,1st checkup of Neonatal,,,11789
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Maternal & Neonatal death,Maternal death,,6
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Maternal & Neonatal death,Neonatal death,,32
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Maternal & Neonatal death,Still Birth,,186
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Antenatal Services,First Visits,< 20 Year,6070
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Antenatal Services,First Visits,Err:510,20099
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Antenatal Services,Total,,26169
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Antenatal Services,Four Time Visits,,11473
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Health Institution,15320
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Home,42
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Total,15362
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Health Institution,13
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Home,129
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Total,142
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Total Delivery,,15504
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Berthing Center (HP/SHP),,368
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at Berthing centers (HP/SHP),,10
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,At BEOC/CEOC centers,,14647
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at BEOC/CEOC centers,,2318
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Spontaneous Delivery,10001
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Vacuum Delivery,1190
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Forcep Delivery,108
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,C/S Delivery,4004
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Postnatal Services,First PNC Visits,,21762
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Postnatal Services,3 Times PNC Visits,,6083
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,Total no.  CAC service received,,1744
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,Treatement of Abortion complication,,1
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,pac,,868
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,No. of FP Long lasting method users after Abortion care,,396
Morang,Kosi,Terai,Eastern,2068/69,2011/12,1st checkup of Neonatal,,,21644
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Maternal & Neonatal death,Maternal death,,13
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Maternal & Neonatal death,Neonatal death,,133
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Maternal & Neonatal death,Still Birth,,413
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Antenatal Services,First Visits,< 20 Year,3622
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Antenatal Services,First Visits,Err:510,12981
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Antenatal Services,Total,,16603
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Antenatal Services,Four Time Visits,,8976
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Health Institution,15950
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Home,93
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Total,16043
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Health Institution,26
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Home,161
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Total,187
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Total Delivery,,16230
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Berthing Center (HP/SHP),,2158
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at Berthing centers (HP/SHP),,145
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,At BEOC/CEOC centers,,11060
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at BEOC/CEOC centers,,56
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Spontaneous Delivery,12957
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Vacuum Delivery,265
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Forcep Delivery,9
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,C/S Delivery,2997
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Postnatal Services,First PNC Visits,,16599
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Postnatal Services,3 Times PNC Visits,,5184
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,Total no.  CAC service received,,3855
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,Treatement of Abortion complication,,49
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,pac,,372
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Safe Abortion Care,No. of FP Long lasting method users after Abortion care,,369
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,1st checkup of Neonatal,,,16561
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Maternal & Neonatal death,Maternal death,,13
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Maternal & Neonatal death,Neonatal death,,47
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Maternal & Neonatal death,Still Birth,,46
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Antenatal Services,First Visits,< 20 Year,604
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Antenatal Services,First Visits,Err:510,2739
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Antenatal Services,Total,,3343
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Antenatal Services,Four Time Visits,,2001
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Health Institution,640
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Home,75
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Total,715
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Health Institution,44
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Home,352
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Total,396
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Total Delivery,,1111
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Berthing Center (HP/SHP),,286
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at Berthing centers (HP/SHP),,2
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,At BEOC/CEOC centers,,71
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at BEOC/CEOC centers,,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Spontaneous Delivery,1087
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Vacuum Delivery,16
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Forcep Delivery,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,C/S Delivery,8
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Postnatal Services,First PNC Visits,,2142
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Postnatal Services,3 Times PNC Visits,,1627
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Safe Abortion Care,Total no.  CAC service received,,836
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Safe Abortion Care,Treatement of Abortion complication,,31
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Safe Abortion Care,pac,,31
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Safe Abortion Care,No. of FP Long lasting method users after Abortion care,,69
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,1st checkup of Neonatal,,,1821
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Maternal & Neonatal death,Maternal death,,2
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Maternal & Neonatal death,Neonatal death,,18
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Maternal & Neonatal death,Still Birth,,15
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Antenatal Services,First Visits,< 20 Year,476
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Antenatal Services,First Visits,Err:510,1508
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Antenatal Services,Total,,1984
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Antenatal Services,Four Time Visits,,1025
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Health Institution,443
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Home,59
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Total,502
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Health Institution,52
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Home,179
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Total,231
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Total Delivery,,733
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Berthing Center (HP/SHP),,200
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at Berthing centers (HP/SHP),,7
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,At BEOC/CEOC centers,,17
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at BEOC/CEOC centers,,8
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Spontaneous Delivery,485
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Vacuum Delivery,5
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Forcep Delivery,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,C/S Delivery,7
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Postnatal Services,First PNC Visits,,841
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Postnatal Services,3 Times PNC Visits,,416
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Safe Abortion Care,Total no.  CAC service received,,29
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Safe Abortion Care,Treatement of Abortion complication,,23
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Safe Abortion Care,pac,,14
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Safe Abortion Care,No. of FP Long lasting method users after Abortion care,,7
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,1st checkup of Neonatal,,,848
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Maternal & Neonatal death,Maternal death,,1
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Maternal & Neonatal death,Neonatal death,,2
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Maternal & Neonatal death,Still Birth,,9
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Antenatal Services,First Visits,< 20 Year,822
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Antenatal Services,First Visits,Err:510,2340
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Antenatal Services,Total,,3162
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Antenatal Services,Four Time Visits,,1534
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Health Institution,1333
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Home,39
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Conducted by SBA,Total,1372
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Health Institution,33
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Home,50
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Conducted by Health worker,Total,83
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Total Delivery,,1455
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Berthing Center (HP/SHP),,737
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at Berthing centers (HP/SHP),,35
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,At BEOC/CEOC centers,,477
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Treatment of Obstetric complications at BEOC/CEOC centers,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Spontaneous Delivery,1179
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Vacuum Delivery,111
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,Forcep Delivery,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Delivery Services,Delivery Types,C/S Delivery,19
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Postnatal Services,First PNC Visits,,1507
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Postnatal Services,3 Times PNC Visits,,700
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Safe Abortion Care,Total no.  CAC service received,,496
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Safe Abortion Care,Treatement of Abortion complication,,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Safe Abortion Care,pac,,72
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Safe Abortion Care,No. of FP Long lasting method users after Abortion care,,8
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,1st checkup of Neonatal,,,1448
