District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,LDH,16
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Acid Phosphatese,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Calcium,18
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Phosp horus,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,GGT,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,CPK,11
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,CPK MB,7
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,12
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Creatinine Clearance,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,S. troponin+AC0-I,16
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,2
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Others,1
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sugar,29395
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Urea,14483
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Amylase,9717
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,NA K,3026
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Total Protein,1651
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Albumin,1806
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,9689
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,GPT,3322
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Alk. Phosphatase,3472
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Uric Acid,6663
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Ceatinine,13033
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Cholesterol,1345
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,SGOT,2629
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,LDH,110
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Acid Phosphatese,26
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Calcium,428
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Phosp horus,6
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,GGT,174
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,CPK,43
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,CPK MB,34
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,82
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Creatinine Clearance,106
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,S. troponin+AC0-I,587
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,7
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Others,193
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Sugar,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Urea,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Amylase,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,NA K,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Total Protein,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Albumin,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,GPT,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Alk. Phosphatase,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Uric Acid,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Ceatinine,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Cholesterol,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,SGOT,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,LDH,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Acid Phosphatese,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Calcium,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Phosp horus,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,GGT,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,CPK,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,CPK MB,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Creatinine Clearance,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,S. troponin+AC0-I,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Others,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Sugar,1705
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Urea,224
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Amylase,9
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,NA K,1
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Total Protein,5
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Albumin,33
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,735
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,GPT,6
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Alk. Phosphatase,4
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Uric Acid,150
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Ceatinine,216
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Cholesterol,6
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,SGOT,7
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,LDH,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Acid Phosphatese,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Calcium,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Phosp horus,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,GGT,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,CPK,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,CPK MB,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Creatinine Clearance,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,S. troponin+AC0-I,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Others,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Sugar,1125
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Urea,265
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Amylase,5
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,NA K,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Total Protein,85
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Albumin,77
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,677
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,GPT,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Alk. Phosphatase,86
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Uric Acid,199
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Ceatinine,240
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Cholesterol,5
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,SGOT,118
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,LDH,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Acid Phosphatese,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Calcium,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Phosp horus,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,GGT,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,CPK,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,CPK MB,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Creatinine Clearance,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,S. troponin+AC0-I,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Others,73
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Sugar,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Urea,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Amylase,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,NA K,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Total Protein,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Albumin,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,GPT,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Alk. Phosphatase,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Uric Acid,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Ceatinine,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Cholesterol,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,SGOT,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,LDH,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Acid Phosphatese,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Calcium,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Phosp horus,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,GGT,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,CPK,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,CPK MB,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Creatinine Clearance,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,S. troponin+AC0-I,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Others,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Sugar,212
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Urea,73
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Amylase,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,NA K,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Total Protein,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Albumin,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,150
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,GPT,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Alk. Phosphatase,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Uric Acid,110
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Ceatinine,74
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Cholesterol,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,SGOT,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,LDH,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Acid Phosphatese,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Calcium,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Phosp horus,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,GGT,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,CPK,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,CPK MB,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Creatinine Clearance,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,S. troponin+AC0-I,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Others,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sugar,1128
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Urea,236
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Amylase,27
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,NA K,23
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Total Protein,84
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Albumin,90
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,396
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,GPT,50
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Alk. Phosphatase,68
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Uric Acid,427
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Ceatinine,255
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Cholesterol,39
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,SGOT,65
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,LDH,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Acid Phosphatese,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Calcium,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Phosp horus,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,GGT,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,CPK,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,CPK MB,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Creatinine Clearance,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,S. troponin+AC0-I,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Others,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Sugar,1051
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Urea,512
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Amylase,46
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,NA K,243
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Total Protein,189
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Albumin,178
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,433
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,GPT,233
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Alk. Phosphatase,192
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Uric Acid,248
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Ceatinine,600
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Cholesterol,43
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,SGOT,249
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,LDH,16
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Acid Phosphatese,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Calcium,8
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Phosp horus,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,GGT,85
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,CPK,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,CPK MB,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Creatinine Clearance,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,S. troponin+AC0-I,12
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Others,18
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Sugar,1950
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Urea,129
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Amylase,52
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,NA K,16
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Total Protein,75
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Albumin,88
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,1461
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,GPT,183
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Alk. Phosphatase,206
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Uric Acid,420
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Ceatinine,1496
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Cholesterol,46
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,SGOT,275
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,LDH,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Acid Phosphatese,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Calcium,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Phosp horus,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,GGT,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,CPK,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,CPK MB,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Creatinine Clearance,88
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,S. troponin+AC0-I,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Others,15
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Sugar,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Urea,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Amylase,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,NA K,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Total Protein,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Albumin,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,5
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,GPT,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Alk. Phosphatase,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Uric Acid,2
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Ceatinine,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Cholesterol,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,SGOT,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,LDH,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Acid Phosphatese,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Calcium,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Phosp horus,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,GGT,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,CPK,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,CPK MB,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,24 Hrs Urinary Protein,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Creatinine Clearance,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,S. troponin+AC0-I,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,24 hours urinary Uric Acid,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Others,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Sugar,1232
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Urea,220
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Amylase,6
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,NA K,143
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Total Protein,51
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Albumin,54
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Bilirubin T+ACY-D,293
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,GPT,61
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Alk. Phosphatase,53
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Uric Acid,126
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Ceatinine,136
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Cholesterol,6
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,SGOT,47
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,LDH,5
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Acid Phosphatese,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Calcium,0
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Phosp horus,0
