District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,20
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Physical Disability (Disable Person),6
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),361
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Headache (Migrain),9485
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,5423
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,6227
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Gastritis (APD),6990
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Insect/Wasp Bite,226
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Abdominal Pain,3146
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",1270
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Cirrhosis of liver,26
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Burns and Scalds,263
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dog Bite,189
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,36
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Snake Bite: Poisonous,9
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,9
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Physical Disability (Disable Person),24
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),2428
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Headache (Migrain),18349
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,11951
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,6071
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gastritis (APD),25070
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Insect/Wasp Bite,685
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Abdominal Pain,14140
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",4547
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Cirrhosis of liver,110
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Burns and Scalds,922
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dog Bite,220
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,23
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Snake Bite: Poisonous,5
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,10
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Physical Disability (Disable Person),31
Morang,Kosi,Terai,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),4193
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Headache (Migrain),21080
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,12265
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,12714
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Gastritis (APD),25753
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Insect/Wasp Bite,458
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Abdominal Pain,15289
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",9087
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Cirrhosis of liver,197
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Burns and Scalds,986
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Dog Bite,814
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,35
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Snake Bite: Poisonous,1
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,3
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Physical Disability (Disable Person),1
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),519
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Headache (Migrain),22443
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,42538
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,9741
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Gastritis (APD),23003
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Insect/Wasp Bite,119
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Abdominal Pain,11866
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",10575
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Cirrhosis of liver,50
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Burns and Scalds,791
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Dog Bite,103
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,6
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Snake Bite: Poisonous,1
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,6
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Physical Disability (Disable Person),5
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),302
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Headache (Migrain),9734
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,6091
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,6193
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Gastritis (APD),7359
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Insect/Wasp Bite,105
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Abdominal Pain,3102
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",1207
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Cirrhosis of liver,31
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Burns and Scalds,341
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Dog Bite,227
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,8
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Snake Bite: Poisonous,3
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,34
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Physical Disability (Disable Person),110
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),91
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Headache (Migrain),6319
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,2943
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,3586
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Gastritis (APD),4468
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Insect/Wasp Bite,95
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Abdominal Pain,2200
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",1151
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Cirrhosis of liver,12
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Burns and Scalds,280
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Dog Bite,140
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,9
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Snake Bite: Poisonous,7
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,25
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Physical Disability (Disable Person),1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),476
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Headache (Migrain),10432
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,2071
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,6857
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Gastritis (APD),10394
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Insect/Wasp Bite,941
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Abdominal Pain,2367
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",2052
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Cirrhosis of liver,261
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Burns and Scalds,375
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Dog Bite,298
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,33
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Snake Bite: Poisonous,6
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,51
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Physical Disability (Disable Person),10
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),97
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Headache (Migrain),14911
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,6138
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,5637
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Gastritis (APD),11490
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Insect/Wasp Bite,205
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Abdominal Pain,3366
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",2433
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Cirrhosis of liver,24
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Burns and Scalds,490
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Dog Bite,497
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,12
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Snake Bite: Poisonous,1
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,27
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Physical Disability (Disable Person),4
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),27
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Headache (Migrain),9959
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,4143
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,5038
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Gastritis (APD),10898
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Insect/Wasp Bite,1981
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Abdominal Pain,3155
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",2620
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Cirrhosis of liver,376
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Burns and Scalds,439
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Dog Bite,216
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,16
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Snake Bite: Poisonous,9
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,30
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Physical Disability (Disable Person),0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),907
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Headache (Migrain),18736
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,5490
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,5663
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Gastritis (APD),13955
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Insect/Wasp Bite,560
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Abdominal Pain,6124
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",2413
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Cirrhosis of liver,18
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Burns and Scalds,300
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Dog Bite,408
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,21
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Snake Bite: Poisonous,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,10
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Physical Disability (Disable Person),10
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),115
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Headache (Migrain),19232
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,1498
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,4702
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Gastritis (APD),12695
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Insect/Wasp Bite,313
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Abdominal Pain,4864
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",2238
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Cirrhosis of liver,88
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Burns and Scalds,643
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Dog Bite,460
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,15
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Snake Bite: Poisonous,9
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,31
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Physical Disability (Disable Person),21
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),1048
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Headache (Migrain),12434
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,10200
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,7287
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Gastritis (APD),11606
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Insect/Wasp Bite,312
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Abdominal Pain,5256
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",3732
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Cirrhosis of liver,60
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Burns and Scalds,818
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Dog Bite,523
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,94
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Snake Bite: Poisonous,13
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,197
Udaypur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Physical Disability (Disable Person),6
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),1092
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Headache (Migrain),19903
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,30317
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,10484
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Gastritis (APD),21737
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Insect/Wasp Bite,241
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Abdominal Pain,12402
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",11493
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Cirrhosis of liver,65
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Burns and Scalds,1447
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Dog Bite,71
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,20
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Snake Bite: Poisonous,3
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,301
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Physical Disability (Disable Person),0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,RTA (Road Traffic Accident),1484
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Headache (Migrain),19322
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Pyrexia of Unknown Origin,32154
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Falls/Injuries/Fractures,6187
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Gastritis (APD),23558
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Insect/Wasp Bite,525
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Abdominal Pain,13698
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,"Arthritis, Rheumatism and Gout",11332
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Cirrhosis of liver,131
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Burns and Scalds,1360
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Dog Bite,475
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Other Rabies susceptibile animal bites,37
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Snake Bite: Poisonous,4
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Snake Bite: Non Poisonous,24
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Physical Disability (Disable Person),179
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,RTA (Road Traffic Accident),1581
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Headache (Migrain),21247
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Pyrexia of Unknown Origin,13793
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Falls/Injuries/Fractures,9727
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Gastritis (APD),29513
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Insect/Wasp Bite,1081
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Abdominal Pain,24422
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,"Arthritis, Rheumatism and Gout",9991
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Cirrhosis of liver,227
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Burns and Scalds,1034
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Dog Bite,249
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Other Rabies susceptibile animal bites,21
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Snake Bite: Poisonous,3
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Snake Bite: Non Poisonous,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Physical Disability (Disable Person),140
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,RTA (Road Traffic Accident),1910
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Headache (Migrain),18531
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Pyrexia of Unknown Origin,26569
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Falls/Injuries/Fractures,5386
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Gastritis (APD),20822
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Insect/Wasp Bite,570
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Abdominal Pain,9533
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"Arthritis, Rheumatism and Gout",6072
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Cirrhosis of liver,180
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Burns and Scalds,1002
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Dog Bite,615
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Other Rabies susceptibile animal bites,21
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Snake Bite: Poisonous,21
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Snake Bite: Non Poisonous,214
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Physical Disability (Disable Person),46
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,RTA (Road Traffic Accident),2023
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Headache (Migrain),29495
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Pyrexia of Unknown Origin,59361
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Falls/Injuries/Fractures,9319
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Gastritis (APD),29612
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Insect/Wasp Bite,913
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Abdominal Pain,16222
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,"Arthritis, Rheumatism and Gout",9370
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Cirrhosis of liver,220
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Burns and Scalds,1594
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Dog Bite,2111
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Other Rabies susceptibile animal bites,95
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Snake Bite: Poisonous,1
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Snake Bite: Non Poisonous,67
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Physical Disability (Disable Person),18
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,RTA (Road Traffic Accident),158
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Headache (Migrain),10202
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Pyrexia of Unknown Origin,10402
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Falls/Injuries/Fractures,2041
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Gastritis (APD),6361
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Insect/Wasp Bite,251
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Abdominal Pain,3636
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,"Arthritis, Rheumatism and Gout",1192
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Cirrhosis of liver,29
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Burns and Scalds,383
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Dog Bite,415
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Other Rabies susceptibile animal bites,5
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Snake Bite: Poisonous,14
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Snake Bite: Non Poisonous,72
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Physical Disability (Disable Person),42
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,RTA (Road Traffic Accident),475
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Headache (Migrain),16576
