District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Sub-Indicator,Value
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Suspected/Possible,Total,Female,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Suspected/Possible,Total,Male,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Confirmed PF,Total,Female,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Death,Confirmed PF,Total,Male,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Female,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,Under 5 Years,Male,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Female,2
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,5 Years & Above,Male,4
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,Total,Female,2
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Suspected/Possible,Total,Male,4
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Female,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,Under 5 Years,Male,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Female,2
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,5 Years & Above,Male,7
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,Total,Female,2
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Death,Confirmed PF,Total,Male,7
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Female,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Under 5 Years,Male,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Female,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,5 Years & Above,Male,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Total,Female,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Suspected/Possible Malaria,Total,Male,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Female,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Under 5 Years,Male,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Female,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,5 Years & Above,Male,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Total,Female,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Confirmed Serious Malaria,Total,Male,,0
