District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,IV Fluid Treatment for Diahorrea,,66
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,ORS & Jinc Treatment,,3621
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Classification,,1858
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Total,,247
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,SBI,,33
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,LBI,,158
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Jundice,,4
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Hyperthermia,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Feeding Problem/Low Weight,,38
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Cotrim,,65
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Zentamycine,,30
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Reffer,,19
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Death Cases,,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total,,16545
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Very Severe Disease/Severe Pneumonia,,110
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Pneumonia,,3884
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Pneumonia,,4769
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Sever Dehydration,,16
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Some Dehydration,,1351
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Dedehydration,,1634
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Dysantry/Blood,,305
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Severe Fever,,105
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Malaria,,10
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Fever,,665
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Ear Problem,,643
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total followup,,3148
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total Reffer,,76
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Pnumonia,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Diahorrea,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Total,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Medicine,Cotrim,3820
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Medicine,Other antibiotic,2413
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,IV Fluid Treatment for Diahorrea,,54
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,ORS & Jinc Treatment,,3023
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Classification,,3715
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Total,,215
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,SBI,,19
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,LBI,,111
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Jundice,,6
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Hyperthermia,,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Feeding Problem/Low Weight,,24
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Cotrim,,41
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Zentamycine,,51
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Reffer,,13
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Death Cases,,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total,,11747
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Very Severe Disease/Severe Pneumonia,,73
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Pneumonia,,3840
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Pneumonia,,3001
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Sever Dehydration,,9
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Some Dehydration,,610
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Dedehydration,,1022
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Dysantry/Blood,,190
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Severe Fever,,49
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Malaria,,272
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Fever,,527
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Ear Problem,,387
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total followup,,2817
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total Reffer,,4
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Pnumonia,1
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Diahorrea,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Total,1
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Medicine,Cotrim,4455
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Medicine,Other antibiotic,2297
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,IV Fluid Treatment for Diahorrea,,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,ORS & Jinc Treatment,,1580
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Classification,,3562
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Total,,1420
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,SBI,,236
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,LBI,,786
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Jundice,,92
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Hyperthermia,,5
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Feeding Problem/Low Weight,,211
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Cotrim,,700
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Zentamycine,,168
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Reffer,,154
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Death Cases,,12
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total,,32874
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Very Severe Disease/Severe Pneumonia,,292
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Pneumonia,,8275
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Pneumonia,,10211
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Sever Dehydration,,68
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Some Dehydration,,1942
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Dedehydration,,6107
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Dysantry/Blood,,892
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Severe Fever,,209
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Malaria,,4652
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Fever,,1078
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Ear Problem,,2386
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total followup,,8750
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total Reffer,,15
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Pnumonia,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Diahorrea,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Total,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Medicine,Cotrim,10498
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Medicine,Other antibiotic,4981
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,IV Fluid Treatment for Diahorrea,,139
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,ORS & Jinc Treatment,,6641
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Classification,,6012
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Total,,2689
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,SBI,,892
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,LBI,,723
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Jundice,,43
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Hyperthermia,,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Feeding Problem/Low Weight,,112
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Cotrim,,1477
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Zentamycine,,859
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Reffer,,37
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Death Cases,,2
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total,,52960
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Very Severe Disease/Severe Pneumonia,,137
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Pneumonia,,9758
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Pneumonia,,17694
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Sever Dehydration,,61
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Some Dehydration,,1728
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Dedehydration,,6664
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Dysantry/Blood,,951
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Severe Fever,,172
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Malaria,,7659
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Fever,,879
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Ear Problem,,3126
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total followup,,7462
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total Reffer,,64
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Pnumonia,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Diahorrea,1
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Total,1
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Medicine,Cotrim,14058
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Medicine,Other antibiotic,5588
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,IV Fluid Treatment for Diahorrea,,69
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,ORS & Jinc Treatment,,6609
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Classification,,13099
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Total,,1838
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,SBI,,574
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,LBI,,757
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Jundice,,32
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Hyperthermia,,18
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Feeding Problem/Low Weight,,351
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Cotrim,,1071
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Zentamycine,,641
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Reffer,,73
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Death Cases,,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total,,54948
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Very Severe Disease/Severe Pneumonia,,249
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Pneumonia,,14512
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Pneumonia,,15959
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Sever Dehydration,,21
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Some Dehydration,,3952
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Dedehydration,,5570
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Dysantry/Blood,,1454
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Severe Fever,,256
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Malaria,,43
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Fever,,4197
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Ear Problem,,3880
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total followup,,12623
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total Reffer,,170
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Pnumonia,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Diahorrea,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Death,Total,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Medicine,Cotrim,18619
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Medicine,Other antibiotic,7970
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,IV Fluid Treatment for Diahorrea,,56
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,ORS & Jinc Treatment,,9281
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Other Classification,,12688
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Total,,608
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,SBI,,76
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,LBI,,235
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Jundice,,12
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Hyperthermia,,1
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Feeding Problem/Low Weight,,61
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Cotrim,,262
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Treatment by Zentamycine,,73
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Reffer,,11
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Less than 2 Months,Death Cases,,2
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Total,,16569
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Very Severe Disease/Severe Pneumonia,,57
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Pneumonia,,3637
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Pneumonia,,5463
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Sever Dehydration,,1
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Some Dehydration,,226
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,No Dedehydration,,2307
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Dysantry/Blood,,544
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Severe Fever,,12
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Classification and Treatment for Greater than 2 Months and Less than 5 years,Malaria,,6
