District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Value
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Total patients full exempted this month,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Total patients partially exempted this month,,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Income of this month,Registration Fee,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Income of this month,Medicine Sale,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Income of this month,Others,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Income of this month,Total Collection of this month,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Meeting (CDP Committee),,9
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Program Implemented Health Facilities,,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total patients full exempted this month,,112
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total patients partially exempted this month,,24
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Registration Fee,61540
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Medicine Sale,1798909
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Others,1472817
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Total Collection of this month,3333266
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Meeting (CDP Committee),,1
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Program Implemented Health Facilities,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total patients full exempted this month,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total patients partially exempted this month,,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Registration Fee,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Medicine Sale,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Others,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Total Collection of this month,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Meeting (CDP Committee),,10
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Program Implemented Health Facilities,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total patients full exempted this month,,6943
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Total patients partially exempted this month,,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Registration Fee,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Medicine Sale,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Others,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Income of this month,Total Collection of this month,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Meeting (CDP Committee),,24
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Program Implemented Health Facilities,,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Total patients full exempted this month,,112910
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Total patients partially exempted this month,,3736
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Income of this month,Registration Fee,9000
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Income of this month,Medicine Sale,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Income of this month,Others,568225
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Income of this month,Total Collection of this month,577225
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Meeting (CDP Committee),,14
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Program Implemented Health Facilities,,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Total patients full exempted this month,,31159
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Total patients partially exempted this month,,1707
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Income of this month,Registration Fee,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Income of this month,Medicine Sale,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Income of this month,Others,3100
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Income of this month,Total Collection of this month,3100
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Meeting (CDP Committee),,11
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Total patients full exempted this month,,35637
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Total patients partially exempted this month,,5157
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Registration Fee,50555
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Others,5000
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Total Collection of this month,55555
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Meeting (CDP Committee),,5
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Total patients full exempted this month,,20046
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Total patients partially exempted this month,,276
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Registration Fee,8
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Others,140000
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Total Collection of this month,140008
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Meeting (CDP Committee),,1
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Total patients full exempted this month,,2560
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Others,9000
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Income of this month,Total Collection of this month,9000
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Total patients full exempted this month,,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Income of this month,Others,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Income of this month,Total Collection of this month,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Total patients full exempted this month,,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Income of this month,Others,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Income of this month,Total Collection of this month,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Total patients full exempted this month,,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Income of this month,Others,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Income of this month,Total Collection of this month,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Meeting (CDP Committee),,1
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Total patients full exempted this month,,1809
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Total patients partially exempted this month,,645
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Income of this month,Registration Fee,8400
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Income of this month,Others,681891
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Income of this month,Total Collection of this month,690291
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Total patients full exempted this month,,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Others,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Total Collection of this month,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Total patients full exempted this month,,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Others,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Total Collection of this month,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Program Implemented Health Facilities,,1
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Total patients full exempted this month,,18063
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Total patients partially exempted this month,,435
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Registration Fee,26000
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Others,16096
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Total Collection of this month,42096
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Total patients full exempted this month,,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Others,0
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Total Collection of this month,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Total patients full exempted this month,,68
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Registration Fee,221
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Others,0
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Total Collection of this month,221
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Total patients full exempted this month,,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Income of this month,Others,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Income of this month,Total Collection of this month,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Total patients full exempted this month,,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Others,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Income of this month,Total Collection of this month,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Meeting (CDP Committee),,22
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Program Implemented Health Facilities,,1
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Total patients full exempted this month,,1182
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Income of this month,Others,177891
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Income of this month,Total Collection of this month,177891
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Meeting (CDP Committee),,30
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Program Implemented Health Facilities,,97
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Total patients full exempted this month,,30876
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Total patients partially exempted this month,,1933
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Registration Fee,5746
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Medicine Sale,2
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Others,251456
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Total Collection of this month,257204
Bara,Narayani,Terai,Central,2069/70,2012/13,Meeting (CDP Committee),,24
Bara,Narayani,Terai,Central,2069/70,2012/13,Program Implemented Health Facilities,,3
Bara,Narayani,Terai,Central,2069/70,2012/13,Total patients full exempted this month,,36788
Bara,Narayani,Terai,Central,2069/70,2012/13,Total patients partially exempted this month,,1377
Bara,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Registration Fee,1075
Bara,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Medicine Sale,15735
Bara,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Others,6015
Bara,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Total Collection of this month,22825
Parsa,Narayani,Terai,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Total patients full exempted this month,,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Others,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Total Collection of this month,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Meeting (CDP Committee),,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Program Implemented Health Facilities,,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Total patients full exempted this month,,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Total patients partially exempted this month,,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Registration Fee,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Medicine Sale,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Others,0
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Income of this month,Total Collection of this month,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Meeting (CDP Committee),,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Program Implemented Health Facilities,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Total patients full exempted this month,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Total patients partially exempted this month,,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Registration Fee,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Medicine Sale,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Others,0
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Total Collection of this month,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Meeting (CDP Committee),,11
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Program Implemented Health Facilities,,1
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Total patients full exempted this month,,4400
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Total patients partially exempted this month,,254
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Registration Fee,152920
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Medicine Sale,0
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Others,57000
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Total Collection of this month,209920
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Meeting (CDP Committee),,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Program Implemented Health Facilities,,0
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Total patients full exempted this month,,679
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Total patients partially exempted this month,,26
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Registration Fee,1
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Medicine Sale,114396
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Others,88981
Tanahu,Gandaki,Hill,Western,2069/70,2012/13,Income of this month,Total Collection of this month,203378
Syangja,Gandaki,Hill,Western,2069/70,2012/13,Meeting (CDP Committee),,1
