District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Sub-Indicator,Value
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Case Finding Rate,,,,32.8007158184
Chitwan,Narayani,Terai,Central,2068/69,2011/12,By regimen,Treatment regimen,,I,985
Chitwan,Narayani,Terai,Central,2068/69,2011/12,By regimen,Treatment regimen,,II,147
Chitwan,Narayani,Terai,Central,2068/69,2011/12,By regimen,Treatment regimen,,0-8years,31
Chitwan,Narayani,Terai,Central,2068/69,2011/12,By regimen,All treated,,Cases,1163
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Male and Female together,Smear Positive,New,M + F,433
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Male and Female together,Smear Positive,Relapse,M + F,95
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Male and Female together,Smear Positive,Failure,M + F,5
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Male and Female together,Smear Positive,RAD,M + F,8
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Male and Female together,Smear Negative,,M + F,302
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Male and Female together,Extra Pulmonary,,M + F,239
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Male and Female together,Transfer in,,M + F,46
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Male and Female together,Other,,M + F,38
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Male and Female together,Total,,M + F,1166
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Case detection per  population (100 T),,New S+,M + F,74.0519047415
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Case detection per  population (100 T),,All,M + F,199.40997905
Chitwan,Narayani,Terai,Central,2068/69,2011/12,ARTI,,,,2.1
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Expected case,,,,613.96125
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Case Finding Rate,,,,70.5256235634
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,By regimen,Treatment regimen,,I,147
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,By regimen,Treatment regimen,,II,11
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,By regimen,Treatment regimen,,0-8years,8
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,By regimen,All treated,,Cases,166
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male and Female together,Smear Positive,New,M + F,66
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male and Female together,Smear Positive,Relapse,M + F,4
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male and Female together,Smear Positive,Failure,M + F,4
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male and Female together,Smear Positive,RAD,M + F,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male and Female together,Smear Negative,,M + F,34
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male and Female together,Extra Pulmonary,,M + F,43
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male and Female together,Transfer in,,M + F,8
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male and Female together,Other,,M + F,7
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male and Female together,Total,,M + F,166
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Case detection per  population (100 T),,New S+,M + F,43.0129951382
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Case detection per  population (100 T),,All,M + F,108.1841998931
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,ARTI,,,,1.1
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Expected case,,,,84.3931
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Case Finding Rate,,,,78.2054457059
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,By regimen,Treatment regimen,,I,189
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,By regimen,Treatment regimen,,II,16
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,By regimen,Treatment regimen,,0-8years,32
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,By regimen,All treated,,Cases,237
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male and Female together,Smear Positive,New,M + F,90
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male and Female together,Smear Positive,Relapse,M + F,6
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male and Female together,Smear Positive,Failure,M + F,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male and Female together,Smear Positive,RAD,M + F,3
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male and Female together,Smear Negative,,M + F,49
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male and Female together,Extra Pulmonary,,M + F,81
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male and Female together,Transfer in,,M + F,7
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male and Female together,Other,,M + F,1
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male and Female together,Total,,M + F,237
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Case detection per  population (100 T),,New S+,M + F,32.7389396949
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Case detection per  population (100 T),,All,M + F,86.2125411965
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,ARTI,,,,1.1
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Expected case,,,,151.1961
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Case Finding Rate,,,,59.5253448998
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,By regimen,Treatment regimen,,I,954
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,By regimen,Treatment regimen,,II,122
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,By regimen,Treatment regimen,,0-8years,76
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,By regimen,All treated,,Cases,1152
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male and Female together,Smear Positive,New,M + F,451
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male and Female together,Smear Positive,Relapse,M + F,101
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male and Female together,Smear Positive,Failure,M + F,7
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male and Female together,Smear Positive,RAD,M + F,4
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male and Female together,Smear Negative,,M + F,310
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male and Female together,Extra Pulmonary,,M + F,227
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male and Female together,Transfer in,,M + F,25
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male and Female together,Other,,M + F,26
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male and Female together,Total,,M + F,1151
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Case detection per  population (100 T),,New S+,M + F,78.761058856
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Case detection per  population (100 T),,All,M + F,201.0066047522
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,ARTI,,,,2.1
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Expected case,,,,601.2489
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Case Finding Rate,,,,75.0105322438
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,By regimen,Treatment regimen,,I,153
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,By regimen,Treatment regimen,,II,15
