District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Value
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,MB  proportions among New,49.65
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Child proportions among new,9.09
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,G II proportion among new,3.5
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Defaulter proportions,0.43
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female proportion among new,30.77
Bara,Narayani,Terai,Central,2068/69,2011/12,New Case Detection Rate,1.82
Bara,Narayani,Terai,Central,2068/69,2011/12,Prevalence Rate,1.43
Bara,Narayani,Terai,Central,2068/69,2011/12,MB  proportions among New,56.69
Bara,Narayani,Terai,Central,2068/69,2011/12,Child proportions among new,3.15
Bara,Narayani,Terai,Central,2068/69,2011/12,G II proportion among new,9.45
Bara,Narayani,Terai,Central,2068/69,2011/12,Defaulter proportions,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female proportion among new,35.43
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Case Detection Rate,2.33
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Prevalence Rate,1.7
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,MB  proportions among New,48.65
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Child proportions among new,6.31
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,G II proportion among new,3.6
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Defaulter proportions,1.08
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female proportion among new,36.94
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Case Detection Rate,0.25
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Prevalence Rate,0.25
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Defaulter proportions,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,Female proportion among new,42.86
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Case Detection Rate,0.08
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Prevalence Rate,0.04
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,MB  proportions among New,50
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Child proportions among new,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,G II proportion among new,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Defaulter proportions,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female proportion among new,0
Chitwan,Narayani,Terai,Central,2068/69,2011/12,New Case Detection Rate,1.83
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Prevalence Rate,1.25
Chitwan,Narayani,Terai,Central,2068/69,2011/12,MB  proportions among New,58.88
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Child proportions among new,2.8
Chitwan,Narayani,Terai,Central,2068/69,2011/12,G II proportion among new,0.93
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Defaulter proportions,1.04
Chitwan,Narayani,Terai,Central,2068/69,2011/12,Female proportion among new,42.06
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,New Case Detection Rate,0.72
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Prevalence Rate,0.65
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,MB  proportions among New,81.82
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Child proportions among new,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,G II proportion among new,18.18
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Defaulter proportions,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female proportion among new,18.18
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,New Case Detection Rate,0.55
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Prevalence Rate,0.55
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,MB  proportions among New,100
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Child proportions among new,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,G II proportion among new,33.33
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Defaulter proportions,4.35
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female proportion among new,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,New Case Detection Rate,0.72
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Prevalence Rate,0.65
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,MB  proportions among New,80.49
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Child proportions among new,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,G II proportion among new,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Defaulter proportions,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female proportion among new,2.44
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,New Case Detection Rate,0.67
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Prevalence Rate,0.67
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,MB  proportions among New,80
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Child proportions among new,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,G II proportion among new,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Defaulter proportions,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female proportion among new,10
Dhading,Bagmati,Hill,Central,2068/69,2011/12,New Case Detection Rate,0.17
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Prevalence Rate,0.12
Dhading,Bagmati,Hill,Central,2068/69,2011/12,MB  proportions among New,71.43
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Child proportions among new,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,G II proportion among new,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Defaulter proportions,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female proportion among new,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,New Case Detection Rate,0.05
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Prevalence Rate,0.05
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,MB  proportions among New,100
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Child proportions among new,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,G II proportion among new,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Defaulter proportions,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female proportion among new,0
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,New Case Detection Rate,3.64
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Prevalence Rate,1.9
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,MB  proportions among New,36.67
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Child proportions among new,13.33
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,G II proportion among new,4.33
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Defaulter proportions,0.46
Dhanusha,Janakpur,Terai,Central,2068/69,2011/12,Female proportion among new,41
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,New Case Detection Rate,0.08
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Prevalence Rate,0.12
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,MB  proportions among New,100
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Child proportions among new,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,G II proportion among new,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Defaulter proportions,0
Dolkha,Janakpur,Mountain,Central,2068/69,2011/12,Female proportion among new,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Case Detection Rate,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Prevalence Rate,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Defaulter proportions,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,New Case Detection Rate,0.12
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Prevalence Rate,0.12
Doti,Seti,Hill,Far-Western,2068/69,2011/12,MB  proportions among New,100
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Child proportions among new,33.33
Doti,Seti,Hill,Far-Western,2068/69,2011/12,G II proportion among new,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Defaulter proportions,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female proportion among new,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,New Case Detection Rate,0.23
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Prevalence Rate,0.23
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,MB  proportions among New,87.5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Child proportions among new,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,G II proportion among new,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Defaulter proportions,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female proportion among new,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,New Case Detection Rate,0.14
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Prevalence Rate,0.17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,MB  proportions among New,100
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Child proportions among new,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Defaulter proportions,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female proportion among new,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Case Detection Rate,1.01
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Prevalence Rate,0.81
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,MB  proportions among New,80
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Child proportions among new,20
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,G II proportion among new,20
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Defaulter proportions,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female proportion among new,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,New Case Detection Rate,0.09
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Prevalence Rate,0.09
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,MB  proportions among New,33.33
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Child proportions among new,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,G II proportion among new,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Defaulter proportions,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female proportion among new,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,New Case Detection Rate,0.79
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Prevalence Rate,0.79
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,MB  proportions among New,100
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Child proportions among new,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,G II proportion among new,7.69
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Defaulter proportions,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female proportion among new,7.69
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,New Case Detection Rate,2.3
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Prevalence Rate,1.54
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,MB  proportions among New,52.76
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Child proportions among new,7.54
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,G II proportion among new,1.51
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Defaulter proportions,0.28
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Female proportion among new,21.61
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Case Detection Rate,1.11
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Prevalence Rate,1.01
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,MB  proportions among New,100
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Child proportions among new,25
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,G II proportion among new,8.33
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Defaulter proportions,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female proportion among new,16.67
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,New Case Detection Rate,2.79
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Prevalence Rate,1.75
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,MB  proportions among New,40.64
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Child proportions among new,4.57
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,G II proportion among new,2.28
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Defaulter proportions,2.23
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,Female proportion among new,35.62
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Case Detection Rate,0.46
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Prevalence Rate,0.08
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,MB  proportions among New,83.33
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Child proportions among new,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,G II proportion among new,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Defaulter proportions,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female proportion among new,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,New Case Detection Rate,1.14
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Prevalence Rate,0.94
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,MB  proportions among New,70.91
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Child proportions among new,3.64
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,G II proportion among new,0
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Defaulter proportions,1.89
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,Female proportion among new,45.45
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,New Case Detection Rate,1.62
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Prevalence Rate,0.95
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,MB  proportions among New,54.64
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Child proportions among new,3.09
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,G II proportion among new,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Defaulter proportions,0
Kapilvastu,Lumbini,Terai,Western,2068/69,2011/12,Female proportion among new,60.82
Kaski,Gandaki,Hill,Western,2068/69,2011/12,New Case Detection Rate,0.98
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Prevalence Rate,0.51
Kaski,Gandaki,Hill,Western,2068/69,2011/12,MB  proportions among New,67.39
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Child proportions among new,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,G II proportion among new,8.7
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Defaulter proportions,0
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Female proportion among new,34.78
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,New Case Detection Rate,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Prevalence Rate,0
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Defaulter proportions,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,New Case Detection Rate,0.11
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Prevalence Rate,0.06
Kavre,Bagmati,Hill,Central,2068/69,2011/12,MB  proportions among New,80
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Child proportions among new,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,G II proportion among new,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Defaulter proportions,0
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Female proportion among new,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Case Detection Rate,0.18
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Prevalence Rate,0.18
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,MB  proportions among New,60
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Child proportions among new,20
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,G II proportion among new,40
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Defaulter proportions,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female proportion among new,80
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,New Case Detection Rate,0.02
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Prevalence Rate,0.12
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,MB  proportions among New,100
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Child proportions among new,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,G II proportion among new,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Defaulter proportions,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Female proportion among new,100
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,New Case Detection Rate,0.19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Prevalence Rate,0.47
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,MB  proportions among New,50
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Child proportions among new,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,G II proportion among new,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Defaulter proportions,6.25
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Female proportion among new,50
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,New Case Detection Rate,3.05
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Prevalence Rate,1.85
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,MB  proportions among New,37.5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Child proportions among new,4.81
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,G II proportion among new,7.21
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Defaulter proportions,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female proportion among new,23.56
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,New Case Detection Rate,0.35
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Prevalence Rate,0.33
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,MB  proportions among New,82.35
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Child proportions among new,0
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,G II proportion among new,0
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Defaulter proportions,0
Makawanpur,Narayani,Hill,Central,2068/69,2011/12,Female proportion among new,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,New Case Detection Rate,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Prevalence Rate,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,MB  proportions among New,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Child proportions among new,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,G II proportion among new,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Defaulter proportions,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,New Case Detection Rate,2.19
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Prevalence Rate,1.48
Morang,Kosi,Terai,Eastern,2068/69,2011/12,MB  proportions among New,45.37
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Child proportions among new,12.33
Morang,Kosi,Terai,Eastern,2068/69,2011/12,G II proportion among new,6.61
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Defaulter proportions,0
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female proportion among new,38.33
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,New Case Detection Rate,0.19
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Prevalence Rate,0.19
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,MB  proportions among New,100
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Child proportions among new,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,G II proportion among new,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Defaulter proportions,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female proportion among new,100
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,New Case Detection Rate,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Prevalence Rate,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,MB  proportions among New,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Child proportions among new,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,G II proportion among new,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Defaulter proportions,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,New Case Detection Rate,0.29
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Prevalence Rate,0.58
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,MB  proportions among New,100
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Child proportions among new,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,G II proportion among new,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Defaulter proportions,0
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female proportion among new,25
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,New Case Detection Rate,1.72
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Prevalence Rate,1.12
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,MB  proportions among New,55
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Child proportions among new,3.33
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,G II proportion among new,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Defaulter proportions,0
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female proportion among new,40
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,New Case Detection Rate,0.06
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Prevalence Rate,0.09
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,MB  proportions among New,100
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Child proportions among new,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,G II proportion among new,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Defaulter proportions,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female proportion among new,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,New Case Detection Rate,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Prevalence Rate,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Defaulter proportions,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,New Case Detection Rate,0.65
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Prevalence Rate,0.53
Palpa,Lumbini,Hill,Western,2068/69,2011/12,MB  proportions among New,71.43
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Child proportions among new,9.52
Palpa,Lumbini,Hill,Western,2068/69,2011/12,G II proportion among new,0
