District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Sub-Indicator,Value
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,12
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,23
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,4
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,2
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,64
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,15
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,,,All,M + F,50
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,93
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,By regimen,,,II,7
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,By regimen,,,0-8 years,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,By regimen,Total,,,100
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,68
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,6
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,0
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,1
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,8
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,14
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,2
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,1
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,100
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,34
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,,,All,M + F,51
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,161
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,By regimen,,,II,16
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,By regimen,,,0-8 years,2
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,By regimen,Total,,,179
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,61
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,7
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,5
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,1
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,48
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,36
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,13
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,8
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,179
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,20
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,,,All,M + F,60
Morang,Kosi,Terai,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,1208
Morang,Kosi,Terai,Eastern,2069/70,2012/13,By regimen,,,II,118
Morang,Kosi,Terai,Eastern,2069/70,2012/13,By regimen,,,0-8 years,13
Morang,Kosi,Terai,Eastern,2069/70,2012/13,By regimen,Total,,,1339
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,579
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,82
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,9
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,6
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,350
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,238
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,27
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,48
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,1339
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,70
Morang,Kosi,Terai,Eastern,2069/70,2012/13,,,All,M + F,161
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,1217
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,By regimen,,,II,114
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,By regimen,,,0-8 years,31
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,By regimen,Total,,,1362
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,632
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,70
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,12
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,11
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,233
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,326
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,32
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,46
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,1362
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,64
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,,,All,M + F,138
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,881
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,,,II,90
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,,,0-8 years,21
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,Total,,,992
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,440
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,51
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,11
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,9
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,136
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,282
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,27
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,36
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,992
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,57
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,,,All,M + F,128
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,70
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,,,II,5
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,,,0-8 years,6
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,Total,,,81
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,39
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,5
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,5
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,32
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,81
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,24
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,,,All,M + F,49
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,47
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,By regimen,,,II,1
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,By regimen,,,0-8 years,4
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,By regimen,Total,,,52
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,24
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,1
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,10
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,17
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,52
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,24
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,,,All,M + F,52
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,89
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,,,II,2
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,,,0-8 years,3
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,By regimen,Total,,,94
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,34
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,1
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,0
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,24
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,25
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,7
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,3
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,94
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,21
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,,,All,M + F,59
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,77
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,By regimen,,,II,5
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,By regimen,,,0-8 years,7
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,By regimen,Total,,,89
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,22
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,3
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,12
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,32
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,20
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,89
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,12
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,,,All,M + F,49
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,58
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,,,II,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,,,0-8 years,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,Total,,,61
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,35
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,3
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,10
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,10
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,61
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,33
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,,,All,M + F,57
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,52
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,,,II,8
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,,,0-8 years,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,Total,,,60
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,21
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,6
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,2
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,7
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,18
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,5
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,1
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,60
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,14
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,,,All,M + F,41
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,65
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,,,II,6
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,,,0-8 years,7
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,By regimen,Total,,,78
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,28
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,6
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,19
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,19
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,4
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,2
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,78
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,14
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,,,All,M + F,38
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,261
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,By regimen,,,II,28
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,By regimen,,,0-8 years,7
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,By regimen,Total,,,296
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,156
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,24
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,3
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,1
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,36
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,72
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,3
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,1
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,296
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,48
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,,,All,M + F,90
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,By regimen,Treatment regimen,,I,548
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,By regimen,,,II,18
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,By regimen,,,0-8 years,69
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,By regimen,Total,,,635
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,255
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,12
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,1
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,5
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,267
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,75
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Transfer in,,M + F,12
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Other,,M + F,8
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Male and Female together,Total,,M + F,635
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,39
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,,,All,M + F,96
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,By regimen,Treatment regimen,,I,688
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,By regimen,,,II,37
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,By regimen,,,0-8 years,13
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,By regimen,Total,,,738
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,435
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,27
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,3
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,9
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,174
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,79
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Transfer in,,M + F,9
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Other,,M + F,2
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Total,,M + F,738
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,66
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,,,All,M + F,113
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,By regimen,Treatment regimen,,I,858
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,By regimen,,,II,62
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,By regimen,,,0-8 years,77
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,By regimen,Total,,,997
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,409
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Positive,Relapse,M + F,42
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Positive,Failure,M + F,3
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Positive,RAD,M + F,9
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Negative,,M + F,350
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Extra Pulmonary,,M + F,149
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Transfer in,,M + F,11
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Other,,M + F,24
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Total,,M + F,997
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Case detection per  population (100 T),,New S+,M + F,52
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,,,All,M + F,127
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,By regimen,Treatment regimen,,I,936
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,By regimen,,,II,51
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,By regimen,,,0-8 years,70
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,By regimen,Total,,,1057
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Male and Female together,Smear Positive,New,M + F,401
