District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Sub-Indicator,Value
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Registered,F,,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Registered,M,,66
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Cured,F,,27
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Cured,M,,72
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Completed,F,,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Completed,M,,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Failure,F,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Failure,M,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Died,F,,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Died,M,,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,1.125
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,1.0909090909
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,1.1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,,Success,,1.1222222222
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,,Failure,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,,Died,,0.0555555556
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,,Default,,0.0111111111
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,,T/O,,0.0222222222
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Registered,F,,27
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Registered,M,,42
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Cured,F,,27
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Cured,M,,31
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Completed,F,,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Completed,M,,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Failure,F,,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Failure,M,,2
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Died,F,,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Died,M,,1
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,3
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,2
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,1
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.7380952381
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.8405797101
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,,Success,,0.8405797101
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0289855072
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,,Died,,0.0144927536
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,,Default,,0.0434782609
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,,T/O,,0.0289855072
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Registered,F,,37
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Registered,M,,80
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Cured,F,,30
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Cured,M,,60
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Completed,F,,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Completed,M,,5
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Failure,F,,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Failure,M,,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Died,F,,3
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Died,M,,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,5
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.8108108108
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.75
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.7692307692
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,,Success,,0.8290598291
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0256410256
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,,Died,,0.0427350427
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,,Default,,0.0598290598
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,,T/O,,0.0085470085
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Registered,F,,25
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Registered,M,,37
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Cured,F,,31
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Cured,M,,38
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Completed,F,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Completed,M,,3
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Failure,F,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Failure,M,,1
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Died,F,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Died,M,,1
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,1
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,2
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,1.24
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,1.027027027
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,1.1129032258
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,Success,,1.1612903226
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0161290323
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,Died,,0.0161290323
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,Default,,0.0483870968
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,T/O,,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Registered,F,,19
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Registered,M,,29
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Cured,F,,16
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Cured,M,,22
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Completed,F,,1
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Completed,M,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Failure,F,,1
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Failure,M,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Died,F,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Died,M,,3
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,2
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.8421052632
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.7586206897
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.7916666667
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,Success,,0.8125
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0208333333
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,Died,,0.0625
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,Default,,0.0416666667
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,T/O,,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Registered,F,,155
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Registered,M,,332
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Cured,F,,137
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Cured,M,,261
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Completed,F,,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Completed,M,,10
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Failure,F,,5
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Failure,M,,5
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Died,F,,9
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Died,M,,14
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,4
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,19
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,2
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,No result,F,,1
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.8838709677
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.7861445783
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.81724846
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,Success,,0.8501026694
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0205338809
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,Died,,0.0472279261
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,Default,,0.0472279261
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,T/O,,0.0287474333
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,N/D,,0.0020533881
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Registered,F,,170
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Registered,M,,328
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Cured,F,,142
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Cured,M,,293
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Completed,F,,8
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Completed,M,,31
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Failure,F,,2
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Failure,M,,7
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Died,F,,6
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Died,M,,18
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Defaulted,F,,1
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Defaulted,M,,3
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Transferred out,F,,0
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Transferred out,M,,3
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,No result,F,,0
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,No result,M,,1
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.8352941176
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.8932926829
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.8734939759
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,,Success,,0.9518072289
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,,Failure,,0.0180722892
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,,Died,,0.0481927711
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,,Default,,0.0080321285
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,,T/O,,0.0060240964
Bara,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,,N/D,,0.0020080321
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Registered,F,,108
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Registered,M,,241
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Cured,F,,83
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Cured,M,,223
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Completed,F,,3
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Completed,M,,7
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Failure,F,,3
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Failure,M,,6
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Died,F,,8
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Died,M,,10
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Defaulted,F,,2
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Defaulted,M,,10
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Transferred out,F,,3
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,Transferred out,M,,4
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,No result,F,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,No result,M,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.7685185185
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.9253112033
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.8767908309
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,Success,,0.9054441261
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,Failure,,0.0257879656
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,Died,,0.0515759312
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,Default,,0.0343839542
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,T/O,,0.0200573066
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,New Smear Positive,,N/D,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Registered,F,,66
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Registered,M,,129
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Cured,F,,58
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Cured,M,,115
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Completed,F,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Completed,M,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Failure,F,,1
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Failure,M,,2
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Died,F,,2
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Died,M,,2
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Defaulted,M,,2
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Transferred out,F,,2
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,Transferred out,M,,1
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,No result,F,,0
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,No result,M,,1
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,0.8787878788
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.8914728682
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.8871794872
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Success,,0.8871794872
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Failure,,0.0153846154
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Died,,0.0205128205
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,Default,,0.0102564103
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,T/O,,0.0153846154
Bhaktapur ,Bagmati,Hill,Central,2068/69,2011/12,New Smear Positive,,N/D,,0.0051282051
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Registered,F,,12
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Registered,M,,30
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Cured,F,,12
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Cured,M,,24
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Completed,F,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Completed,M,,2
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Failure,F,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Failure,M,,1
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Died,F,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Died,M,,1
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Defaulted,F,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Defaulted,M,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Transferred out,F,,1
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,Transferred out,M,,1
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,No result,F,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,No result,M,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,F,1
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,M,0.8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,TB Indicator,Cure,Total,0.8571428571
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,Success,,0.9047619048
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,Failure,,0.0238095238
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,Died,,0.0238095238
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,Default,,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,T/O,,0.0476190476
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,New Smear Positive,,N/D,,0
Chitwan,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Registered,F,,137
Chitwan,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Registered,M,,305
Chitwan,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Cured,F,,108
Chitwan,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Cured,M,,247
Chitwan,Narayani,Terai,Central,2068/69,2011/12,New Smear Positive,Completed,F,,1
