District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,NGO/INGO,Total No. of NGO/INGO,Number of visits,11
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,NGO/INGO,Current Month Received Reports,Number of visits,10
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,NGO/INGO,Total No. of Reports Received,Number of visits,129
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,NGO/INGO,Service Provided to Total Patients (New+Old),Number of visits,30214
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Total Institution Supervised,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Number of visits,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Institution,Number of visits,6
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Private Health Institution,Current Month Received Reports,Number of visits,6
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Reports Received,Number of visits,71
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Private Health Institution,Service Provided to Total Patients (New+Old),Number of visits,27536
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Total Institution Supervised,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Number of visits,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of FCHV,,315
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Current Month Received Reports,,303
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of Reports Received,,3502
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Service Provided to Total Patients (New+Old),,84916
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Total Institution Supervised,216
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Number of visits,140
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Total No. of NGO/INGO,Number of visits,2
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Current Month Received Reports,Number of visits,2
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Total No. of Reports Received,Number of visits,24
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Service Provided to Total Patients (New+Old),Number of visits,15183
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Total Institution Supervised,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Number of visits,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Institution,Number of visits,2
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Current Month Received Reports,Number of visits,2
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Reports Received,Number of visits,24
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Service Provided to Total Patients (New+Old),Number of visits,4183
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Total Institution Supervised,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Number of visits,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of FCHV,,407
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Current Month Received Reports,,341
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of Reports Received,,3988
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Service Provided to Total Patients (New+Old),,27430
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Total Institution Supervised,51
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Number of visits,44
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Total No. of NGO/INGO,Number of visits,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Current Month Received Reports,Number of visits,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Total No. of Reports Received,Number of visits,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Service Provided to Total Patients (New+Old),Number of visits,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Total Institution Supervised,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Number of visits,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Institution,Number of visits,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Current Month Received Reports,Number of visits,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Reports Received,Number of visits,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Service Provided to Total Patients (New+Old),Number of visits,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Total Institution Supervised,0
Teharthum,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Number of visits,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of FCHV,,324
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Current Month Received Reports,,207
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of Reports Received,,2747
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Service Provided to Total Patients (New+Old),,58803
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Total Institution Supervised,22
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Number of visits,22
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Total No. of NGO/INGO,Number of visits,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Current Month Received Reports,Number of visits,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Total No. of Reports Received,Number of visits,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Service Provided to Total Patients (New+Old),Number of visits,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Total Institution Supervised,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Number of visits,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Institution,Number of visits,6
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Current Month Received Reports,Number of visits,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Reports Received,Number of visits,40
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Service Provided to Total Patients (New+Old),Number of visits,14039
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Total Institution Supervised,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Number of visits,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of FCHV,,567
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Current Month Received Reports,,565
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of Reports Received,,6691
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Service Provided to Total Patients (New+Old),,118250
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Total Institution Supervised,631
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Number of visits,588
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Total No. of NGO/INGO,Number of visits,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Current Month Received Reports,Number of visits,1
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Total No. of Reports Received,Number of visits,4
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Service Provided to Total Patients (New+Old),Number of visits,716
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Total Institution Supervised,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Number of visits,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Institution,Number of visits,1
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Current Month Received Reports,Number of visits,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Reports Received,Number of visits,3
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Service Provided to Total Patients (New+Old),Number of visits,848
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Total Institution Supervised,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Number of visits,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of FCHV,,306
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Current Month Received Reports,,236
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of Reports Received,,2994
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Service Provided to Total Patients (New+Old),,26587
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Total Institution Supervised,50
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Number of visits,50
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Total No. of NGO/INGO,Number of visits,4
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Current Month Received Reports,Number of visits,4
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Total No. of Reports Received,Number of visits,48
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Service Provided to Total Patients (New+Old),Number of visits,21822
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Total Institution Supervised,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Number of visits,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Institution,Number of visits,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Current Month Received Reports,Number of visits,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Reports Received,Number of visits,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Service Provided to Total Patients (New+Old),Number of visits,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Total Institution Supervised,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Number of visits,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of FCHV,,713
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Current Month Received Reports,,617
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of Reports Received,,7264
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Service Provided to Total Patients (New+Old),,93782
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Total Institution Supervised,295
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Number of visits,184
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Total No. of NGO/INGO,Number of visits,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Current Month Received Reports,Number of visits,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Total No. of Reports Received,Number of visits,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Service Provided to Total Patients (New+Old),Number of visits,22076
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Total Institution Supervised,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Number of visits,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Institution,Number of visits,1
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Private Health Institution,Current Month Received Reports,Number of visits,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Reports Received,Number of visits,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Private Health Institution,Service Provided to Total Patients (New+Old),Number of visits,1209
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Total Institution Supervised,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Private Health Institution,Integrated Supervision,Number of visits,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of FCHV,,898
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Current Month Received Reports,,692
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Total No. of Reports Received,,9684
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Service Provided to Total Patients (New+Old),,53209
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Total Institution Supervised,264
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female Community Health Volunteers,Integrated Supervision,Number of visits,186
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Total No. of NGO/INGO,Number of visits,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Current Month Received Reports,Number of visits,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Total No. of Reports Received,Number of visits,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Service Provided to Total Patients (New+Old),Number of visits,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Total Institution Supervised,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,NGO/INGO,Integrated Supervision,Number of visits,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Institution,Number of visits,1
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Private Health Institution,Current Month Received Reports,Number of visits,1
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Private Health Institution,Total No. of Reports Received,Number of visits,9
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Private Health Institution,Service Provided to Total Patients (New+Old),Number of visits,405
