District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Total,32.68
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,HF,0.63
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Home,4.01
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Total,4.64
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,Delivery Conducted at B/CEOC among total HF delivery,,56.08
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of obstetric complication among total delivery,,19.83
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of C/S among total Institutional deliveries,,5.14
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,PNC first Visits,% of C/S among total Institutional deliveries,,46.05
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of FP acceptors after abortion care,% of C/S among total Institutional deliveries,,12.74
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of neonatal first time checkup,% of C/S among total Institutional deliveries,,52.71
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,Maternal death as % of expected Pregnancy,% of C/S among total Institutional deliveries,,0.02
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% of Institutional delivery among Live birth,% of C/S among total Institutional deliveries,,35.8
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,% SBA delivery among Live birth,% of C/S among total Institutional deliveries,,36.31
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,PNC 1st visit among Live Birth,% of C/S among total Institutional deliveries,,51.16
Panchthar,Mechi,Hill,Eastern,2069/70,2012/13,4th ANC Visit as % of 1st ANC (total),% of C/S among total Institutional deliveries,,47.82
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,<20 Yrs,,13.5
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,Both (<20 and >20) Yrs,,59.22
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,4th ANC Visit as % of Expected Pregnancy,,,41.21
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,HF,16.86
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Home,1.85
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Total,18.71
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,HF,0.81
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Home,3.21
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Total,4.02
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,Delivery Conducted at B/CEOC among total HF delivery,,62.57
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of obstetric complication among total delivery,,4.01
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of C/S among total Institutional deliveries,,4.76
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,PNC first Visits,% of C/S among total Institutional deliveries,,26.09
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of FP acceptors after abortion care,% of C/S among total Institutional deliveries,,50.19
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of neonatal first time checkup,% of C/S among total Institutional deliveries,,30.74
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,Maternal death as % of expected Pregnancy,% of C/S among total Institutional deliveries,,0.05
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% of Institutional delivery among Live birth,% of C/S among total Institutional deliveries,,19.64
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,% SBA delivery among Live birth,% of C/S among total Institutional deliveries,,20.8
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,PNC 1st visit among Live Birth,% of C/S among total Institutional deliveries,,29.01
Ilam,Mechi,Hill,Eastern,2069/70,2012/13,4th ANC Visit as % of 1st ANC (total),% of C/S among total Institutional deliveries,,69.59
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,<20 Yrs,,27.28
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,Both (<20 and >20) Yrs,,104.98
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,4th ANC Visit as % of Expected Pregnancy,,,50.53
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,HF,55.23
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Home,0.69
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Total,55.92
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,HF,0.04
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Home,1
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Total,1.04
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,Delivery Conducted at B/CEOC among total HF delivery,,90.27
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of obstetric complication among total delivery,,25.79
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of C/S among total Institutional deliveries,,35.45
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,PNC first Visits,% of C/S among total Institutional deliveries,,50.2
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of FP acceptors after abortion care,% of C/S among total Institutional deliveries,,37.45
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of neonatal first time checkup,% of C/S among total Institutional deliveries,,65.97
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,Maternal death as % of expected Pregnancy,% of C/S among total Institutional deliveries,,0.03
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% of Institutional delivery among Live birth,% of C/S among total Institutional deliveries,,61.4
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,% SBA delivery among Live birth,% of C/S among total Institutional deliveries,,62.12
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,PNC 1st visit among Live Birth,% of C/S among total Institutional deliveries,,55.76
Jhapa,Mechi,Terai,Eastern,2069/70,2012/13,4th ANC Visit as % of 1st ANC (total),% of C/S among total Institutional deliveries,,48.14
Morang,Kosi,Terai,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,<20 Yrs,,25.38
Morang,Kosi,Terai,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,Both (<20 and >20) Yrs,,100.17
Morang,Kosi,Terai,Eastern,2069/70,2012/13,4th ANC Visit as % of Expected Pregnancy,,,45.01
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,HF,57.24
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Home,0.21
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Total,57.45
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,HF,0
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Home,0.57
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Total,0.57
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,Delivery Conducted at B/CEOC among total HF delivery,,99.22
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of obstetric complication among total delivery,,13.55
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of C/S among total Institutional deliveries,,29.2
Morang,Kosi,Terai,Eastern,2069/70,2012/13,PNC first Visits,% of C/S among total Institutional deliveries,,62.05
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of FP acceptors after abortion care,% of C/S among total Institutional deliveries,,13.1
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of neonatal first time checkup,% of C/S among total Institutional deliveries,,75.66
Morang,Kosi,Terai,Eastern,2069/70,2012/13,Maternal death as % of expected Pregnancy,% of C/S among total Institutional deliveries,,0.03
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% of Institutional delivery among Live birth,% of C/S among total Institutional deliveries,,63.57
Morang,Kosi,Terai,Eastern,2069/70,2012/13,% SBA delivery among Live birth,% of C/S among total Institutional deliveries,,63.81
Morang,Kosi,Terai,Eastern,2069/70,2012/13,PNC 1st visit among Live Birth,% of C/S among total Institutional deliveries,,68.92
Morang,Kosi,Terai,Eastern,2069/70,2012/13,4th ANC Visit as % of 1st ANC (total),% of C/S among total Institutional deliveries,,44.93
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,<20 Yrs,,15.49
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,Both (<20 and >20) Yrs,,91.77
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,4th ANC Visit as % of Expected Pregnancy,,,40.07
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,HF,68.76
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Home,0.33
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Total,69.09
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,HF,0
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Home,0.25
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Total,0.25
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,Delivery Conducted at B/CEOC among total HF delivery,,76.21
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of obstetric complication among total delivery,,23.89
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of C/S among total Institutional deliveries,,21.12
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,PNC first Visits,% of C/S among total Institutional deliveries,,72.45
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of FP acceptors after abortion care,% of C/S among total Institutional deliveries,,9.92
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of neonatal first time checkup,% of C/S among total Institutional deliveries,,82.6
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,Maternal death as % of expected Pregnancy,% of C/S among total Institutional deliveries,,0.11
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% of Institutional delivery among Live birth,% of C/S among total Institutional deliveries,,76.4
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,% SBA delivery among Live birth,% of C/S among total Institutional deliveries,,76.77
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,PNC 1st visit among Live Birth,% of C/S among total Institutional deliveries,,80.49
Sunsari,Kosi,Terai,Eastern,2069/70,2012/13,4th ANC Visit as % of 1st ANC (total),% of C/S among total Institutional deliveries,,43.66
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,<20 Yrs,,14.97
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,Both (<20 and >20) Yrs,,72.79
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,4th ANC Visit as % of Expected Pregnancy,,,48.8
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,HF,13.35
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Home,1.86
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Total,15.21
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,HF,0.65
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Home,6.97
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Total,7.62
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,Delivery Conducted at B/CEOC among total HF delivery,,5.39
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of obstetric complication among total delivery,,0.09
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of C/S among total Institutional deliveries,,0.92
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,PNC first Visits,% of C/S among total Institutional deliveries,,37.15
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,% of FP acceptors after abortion care,% of C/S among total Institutional deliveries,,20.27
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,% of neonatal first time checkup,% of C/S among total Institutional deliveries,,41.84
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,Maternal death as % of expected Pregnancy,% of C/S among total Institutional deliveries,,0.02
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,% of Institutional delivery among Live birth,% of C/S among total Institutional deliveries,,15.56
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,% SBA delivery among Live birth,% of C/S among total Institutional deliveries,,16.91
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,PNC 1st visit among Live Birth,% of C/S among total Institutional deliveries,,41.29
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/13,4th ANC Visit as % of 1st ANC (total),% of C/S among total Institutional deliveries,,67.04
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,<20 Yrs,,19.27
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,Both (<20 and >20) Yrs,,75.53
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,4th ANC Visit as % of Expected Pregnancy,,,39.67
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,HF,20.18
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Home,1.53
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Total,21.71
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,HF,1.45
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Home,6.29
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Total,7.75
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,Delivery Conducted at B/CEOC among total HF delivery,,49.58
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of obstetric complication among total delivery,,0.12
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of C/S among total Institutional deliveries,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,PNC first Visits,% of C/S among total Institutional deliveries,,31.31
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,% of FP acceptors after abortion care,% of C/S among total Institutional deliveries,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,% of neonatal first time checkup,% of C/S among total Institutional deliveries,,36.25
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,Maternal death as % of expected Pregnancy,% of C/S among total Institutional deliveries,,0
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,% of Institutional delivery among Live birth,% of C/S among total Institutional deliveries,,24.07
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,% SBA delivery among Live birth,% of C/S among total Institutional deliveries,,24.15
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,PNC 1st visit among Live Birth,% of C/S among total Institutional deliveries,,34.83
Teharthum,Kosi,Hill,Eastern,2069/70,2012/13,4th ANC Visit as % of 1st ANC (total),% of C/S among total Institutional deliveries,,52.53
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,<20 Yrs,,22.08
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,Both (<20 and >20) Yrs,,75.9
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,4th ANC Visit as % of Expected Pregnancy,,,37.28
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,HF,36.04
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Home,1.24
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Total,37.28
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,HF,0.96
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Home,1.45
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Total,2.42
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,Delivery Conducted at B/CEOC among total HF delivery,,34.12
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of obstetric complication among total delivery,,0.12
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of C/S among total Institutional deliveries,,1.14
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,PNC first Visits,% of C/S among total Institutional deliveries,,37.31
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,% of FP acceptors after abortion care,% of C/S among total Institutional deliveries,,0
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,% of neonatal first time checkup,% of C/S among total Institutional deliveries,,43.12
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,Maternal death as % of expected Pregnancy,% of C/S among total Institutional deliveries,,0.07
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,% of Institutional delivery among Live birth,% of C/S among total Institutional deliveries,,41.13
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,% SBA delivery among Live birth,% of C/S among total Institutional deliveries,,41.44
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,PNC 1st visit among Live Birth,% of C/S among total Institutional deliveries,,41.47
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/13,4th ANC Visit as % of 1st ANC (total),% of C/S among total Institutional deliveries,,49.12
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,<20 Yrs,,16.21
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,Both (<20 and >20) Yrs,,63.46
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,4th ANC Visit as % of Expected Pregnancy,,,28.88
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,HF,12.59
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Home,0.96
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Total,13.55
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,HF,3.94
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Home,4.02
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,Total,7.96
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,Delivery Conducted at B/CEOC among total HF delivery,,16.1
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of obstetric complication among total delivery,,3.7
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,% of C/S among total Institutional deliveries,,2.66
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,PNC first Visits,% of C/S among total Institutional deliveries,,24.25
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,% of FP acceptors after abortion care,% of C/S among total Institutional deliveries,,27.45
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,% of neonatal first time checkup,% of C/S among total Institutional deliveries,,28.27
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,Maternal death as % of expected Pregnancy,% of C/S among total Institutional deliveries,,0.02
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,% of Institutional delivery among Live birth,% of C/S among total Institutional deliveries,,18.35
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,% SBA delivery among Live birth,% of C/S among total Institutional deliveries,,15.05
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,PNC 1st visit among Live Birth,% of C/S among total Institutional deliveries,,26.93
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/13,4th ANC Visit as % of 1st ANC (total),% of C/S among total Institutional deliveries,,45.51
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,<20 Yrs,,21.28
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,1st ANC Visit as % of Expected Pregnancy,Both (<20 and >20) Yrs,,86.54
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,4th ANC Visit as % of Expected Pregnancy,,,52.42
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,HF,21.68
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Home,9.02
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by SBA at,Total,30.7
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Delivery Conducted as % of Expected Pregnancy,by other than SBA at,HF,0.94
