District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub-Indicator,Sub-Indicator,Value
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,34
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,New and Relapse Registered,,,35
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,34
Bajhang,Seti,Mountain,Far-Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,97%
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Relapse,Defaulted,M,0
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Relapse,Transfer Out,M,0
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Relapse,No result,F,0
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Relapse,No result,M,0
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Relapse,Total,F,0
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Relapse,Total,M,1
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,21
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,21
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,New and Relapse Registered,,,21
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,21
Bajura,Seti,Mountain,Far-Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,100%
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,Defaulted,M,1
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,M,1
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,No result,F,0
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,No result,M,0
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,Total,F,0
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,Total,M,10
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,138
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,122
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,New and Relapse Registered,,,138
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,122
Banke,Bheri,Terai,Mid-Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,88%
Bara,Narayani,Terai,Central,2070/71,2013/14,Relapse,Defaulted,M,3
Bara,Narayani,Terai,Central,2070/71,2013/14,Relapse,Transfer Out,F,0
Bara,Narayani,Terai,Central,2070/71,2013/14,Relapse,Transfer Out,M,0
Bara,Narayani,Terai,Central,2070/71,2013/14,Relapse,No result,F,0
Bara,Narayani,Terai,Central,2070/71,2013/14,Relapse,No result,M,0
Bara,Narayani,Terai,Central,2070/71,2013/14,Relapse,Total,F,12
Bara,Narayani,Terai,Central,2070/71,2013/14,Relapse,Total,M,25
Bara,Narayani,Terai,Central,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,250
Bara,Narayani,Terai,Central,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,214
Bara,Narayani,Terai,Central,2070/71,2013/14,New and Relapse Registered,,,250
Bara,Narayani,Terai,Central,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,214
Bara,Narayani,Terai,Central,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,86%
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,Defaulted,M,2
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,M,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,No result,F,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,No result,M,0
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,Total,F,3
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Relapse,Total,M,13
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,137
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,118
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,New and Relapse Registered,,,137
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,118
Bardiya,Bheri,Terai,Mid-Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,86%
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Relapse,Defaulted,M,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Relapse,Transfer Out,F,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Relapse,Transfer Out,M,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Relapse,No result,F,0
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Relapse,No result,M,1
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Relapse,Total,F,4
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Relapse,Total,M,15
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,84
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,80
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,New and Relapse Registered,,,84
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,80
Bhaktapur ,Bagmati,Hill,Central,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,95%
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,Defaulted,M,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,Transfer Out,F,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,Transfer Out,M,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,No result,F,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,No result,M,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,Total,F,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,Total,M,0
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,7
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,7
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,New and Relapse Registered,,,7
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,7
Bhojpur,Kosi,Hill,Eastern,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,100%
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Relapse,Defaulted,M,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Relapse,Transfer Out,F,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Relapse,Transfer Out,M,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Relapse,No result,F,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Relapse,No result,M,0
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Relapse,Total,F,10
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Relapse,Total,M,31
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,212
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,197
Chitwan,Narayani,Terai,Central,2070/71,2013/14,New and Relapse Registered,,,212
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,197
Chitwan,Narayani,Terai,Central,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,93%
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Relapse,Defaulted,M,0
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Relapse,Transfer Out,M,0
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Relapse,No result,F,0
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Relapse,No result,M,0
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Relapse,Total,F,0
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Relapse,Total,M,0
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,20
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,19
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,New and Relapse Registered,,,20
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,19
Dadeldhura,Mahakali,Hill,Far-Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,95%
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Relapse,Defaulted,M,0
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,M,0
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Relapse,No result,F,0
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Relapse,No result,M,0
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Relapse,Total,F,1
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Relapse,Total,M,1
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,16
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,10
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,New and Relapse Registered,,,16
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,10
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,63%
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Relapse,Defaulted,M,1
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,M,1
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Relapse,No result,F,0
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Relapse,No result,M,0
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Relapse,Total,F,14
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Relapse,Total,M,21
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,192
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,169
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,New and Relapse Registered,,,192
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,169
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,88%
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Relapse,Defaulted,M,0
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Relapse,Transfer Out,M,0
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Relapse,No result,F,0
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Relapse,No result,M,0
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Relapse,Total,F,0
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Relapse,Total,M,1
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,17
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,17
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,New and Relapse Registered,,,17
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,17
Darchula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,100%
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Relapse,Defaulted,M,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Relapse,Transfer Out,F,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Relapse,Transfer Out,M,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Relapse,No result,F,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Relapse,No result,M,0
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Relapse,Total,F,3
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Relapse,Total,M,8
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,84
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,80
Dhading,Bagmati,Hill,Central,2070/71,2013/14,New and Relapse Registered,,,84
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,80
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,95%
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,Defaulted,M,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,Transfer Out,F,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,Transfer Out,M,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,No result,F,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,No result,M,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,Total,F,1
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Relapse,Total,M,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,18
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,16
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,New and Relapse Registered,,,18
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,16
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,89%
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Relapse,Defaulted,M,1
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Relapse,Transfer Out,F,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Relapse,Transfer Out,M,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Relapse,No result,F,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Relapse,No result,M,0
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Relapse,Total,F,2
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Relapse,Total,M,9
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,159
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,132
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,New and Relapse Registered,,,159
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,132
Dhanusha,Janakpur,Terai,Central,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,83%
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Relapse,Defaulted,M,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Relapse,Transfer Out,F,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Relapse,Transfer Out,M,1
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Relapse,No result,F,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Relapse,No result,M,0
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Relapse,Total,F,1
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Relapse,Total,M,2
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,15
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,12
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,New and Relapse Registered,,,15
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,12
Dolkha,Janakpur,Mountain,Central,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,80%
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,Defaulted,M,0
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,M,0
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,No result,F,0
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,No result,M,0
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,Total,F,0
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,Total,M,1
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,3
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,2
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,New and Relapse Registered,,,3
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,2
Dolpa,Karnali,Mountain,Mid-Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,67%
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Relapse,Defaulted,M,0
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Relapse,Transfer Out,M,0
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Relapse,No result,F,0
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Relapse,No result,M,0
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Relapse,Total,F,3
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Relapse,Total,M,4
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,47
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,39
Doti,Seti,Hill,Far-Western,2070/71,2013/14,New and Relapse Registered,,,47
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,39
Doti,Seti,Hill,Far-Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,83%
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Relapse,Defaulted,M,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Relapse,Transfer Out,M,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Relapse,No result,F,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Relapse,No result,M,0
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Relapse,Total,F,1
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Relapse,Total,M,5
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,50
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,45
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,New and Relapse Registered,,,50
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,45
Gorkha,Gandaki,Hill,Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,90%
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Relapse,Defaulted,M,1
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Relapse,Transfer Out,M,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Relapse,No result,F,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Relapse,No result,M,0
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Relapse,Total,F,1
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Relapse,Total,M,9
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Bacteriologically Confirmed Total Registered,,,52
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Bacteriologically Confirmed Cure+Complete,,,48
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,New and Relapse Registered,,,52
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Number of Treatment Success Cases (New and Relapse),,,48
Gulmi,Lumbini,Hill,Western,2070/71,2013/14,Treatment Success Rate (New and Relapse),,,92%
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,Defaulted,M,0
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,F,0
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,Transfer Out,M,0
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,No result,F,0
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,No result,M,0
Humla,Karnali,Mountain,Mid-Western,2070/71,2013/14,Relapse,Total,F,0
